raw_title,raw_price,is_sold,auction_url
2005 Mercedes-Benz C55 AMG,730001052024,True,https://bringatrailer.com/listing/2005-mercedes-benz-c55-amg-48/
40k-Mile 2005 Mercedes-Benz C230 Kompressor Sport Sedan,1032001042024,True,https://bringatrailer.com/listing/2005-mercedes-benz-c230-kompressor-sport-sedan-6/
2000 Mercedes-Benz C230 Kompressor,350001042024,True,https://bringatrailer.com/listing/2000-mercedes-benz-c230-kompressor-11/
1995 Mercedes-Benz C36 AMG,1100012262023,True,https://bringatrailer.com/listing/1995-mercedes-benz-c36-amg-23/
2005 Mercedes-Benz C55 AMG,570012192023,True,https://bringatrailer.com/listing/2005-mercedes-benz-c55-amg-47/
8k-Mile 2012 Mercedes-Benz C63 AMG Black Series,15606312172023,True,https://bringatrailer.com/listing/2012-mercedes-benz-c63-amg-66/
2014 Mercedes-Benz C63 AMG Edition 507,3950012132023,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-31/
2004 Mercedes-Benz C240 Wagon,600012122023,True,https://bringatrailer.com/listing/2004-mercedes-benz-c240-wagon-2/
46k-Mile 2007 Mercedes-Benz C230 Sport Sedan,900012112023,True,https://bringatrailer.com/listing/2007-mercedes-benz-c230-sport-sedan-4/
2023 Mercedes-AMG C63 S Coupe Final Edition,12900012112023,True,https://bringatrailer.com/listing/2023-mercedes-amg-c63s-final-edition/
26k-Mile 2003 Mercedes-Benz C240 Sedan,1200512062023,True,https://bringatrailer.com/listing/2003-mercedes-benz-c240-sedan/
27k-Mile 2002 Mercedes-Benz C240 Sedan 6-Speed,995012042023,True,https://bringatrailer.com/listing/2002-mercedes-benz-c240-sedan-2/
37k-Mile 2007 Mercedes-Benz C230 Sport Sedan,1155512032023,True,https://bringatrailer.com/listing/2007-mercedes-benz-c230-sport-sedan-3/
2007 Mercedes-Benz C280 4MATIC Sedan,1025011252023,True,https://bringatrailer.com/listing/2007-mercedes-benz-c280-sedan-2/
2005 Mercedes-Benz C55 AMG,1499911252023,True,https://bringatrailer.com/listing/2005-mercedes-benz-c55-amg-46/
2002 Mercedes-Benz C320 Sedan,798911212023,True,https://bringatrailer.com/listing/2002-mercedes-benz-c320-sedan-3-2/
2003 Mercedes-Benz C32 AMG,1535011202023,True,https://bringatrailer.com/listing/2003-mercedes-benz-c32-amg-18/
2004 Mercedes-Benz C32 AMG,1385011122023,True,https://bringatrailer.com/listing/2004-mercedes-benz-c32-amg-5/
38k-Mile 2007 Mercedes-Benz C230 Sport Sedan,1025011112023,True,https://bringatrailer.com/listing/2007-mercedes-benz-c230-sport-sedan-2/
2020 Mercedes-AMG C63 S Sedan,5950011062023,True,https://bringatrailer.com/listing/2020-mercedes-amg-c63-s-sedan/
48k-Mile 2005 Mercedes-Benz C230 Kompressor Sport Sedan,980011032023,True,https://bringatrailer.com/listing/2005-mercedes-benz-c230-kompressor-sport-sedan-4/
1996 Mercedes-Benz C280,680011022023,True,https://bringatrailer.com/listing/1996-mercedes-benz-c280-4/
1997 Mercedes-Benz C36 AMG,1100010262023,True,https://bringatrailer.com/listing/1997-mercedes-benz-c36-amg-6/
2003 Mercedes-Benz C32 AMG,1350010252023,True,https://bringatrailer.com/listing/2003-mercedes-benz-c32-amg-16/
2003 Mercedes-Benz C32 AMG,1380010122023,True,https://bringatrailer.com/listing/2003-mercedes-benz-c32-amg-17/
2010 Mercedes-Benz C63 AMG P31 Development Package,2975010062023,True,https://bringatrailer.com/listing/2010-mercedes-benz-c63-amg-18/
1998 Mercedes-Benz C43 AMG,2000010062023,True,https://bringatrailer.com/listing/1998-mercedes-benz-c43-amg-26/
7k-Mile 2012 Mercedes-Benz C63 AMG Black Series,15300010032023,True,https://bringatrailer.com/listing/2012-mercedes-benz-c63-amg-64-2/
